db_id	protein_name
antitoxin_AT728	yefM
antitoxin_AT73	Rv0298
antitoxin_AT74	vapB
antitoxin_AT75	vapB
antitoxin_AT76	vapB
antitoxin_AT77	vapB
antitoxin_AT78	vapB
antitoxin_AT79	vapB
antitoxin_AT80	vapB
antitoxin_AT81	vapB
antitoxin_AT82	vapB
antitoxin_AT83	vapB
antitoxin_AT84	mazE
antitoxin_AT843	vapB
antitoxin_AT85	vapB
antitoxin_AT86	vapB
antitoxin_AT87	vapB
antitoxin_AT875	hicB
antitoxin_AT877	vapB
antitoxin_AT88	novel[toxin]
antitoxin_AT90	mazE
antitoxin_AT91	vapB
antitoxin_AT911	mazE
antitoxin_AT92	vapB
antitoxin_AT93	relB
antitoxin_AT94	vapB
antitoxin_AT945	vapB
antitoxin_AT947	vapB
antitoxin_AT95	mazE
antitoxin_AT950	vapB
antitoxin_AT951	vapB
antitoxin_AT956	vapB
antitoxin_AT957	vapB
antitoxin_AT962	vapB
antitoxin_AT964	vapB
antitoxin_AT97	vapB
antitoxin_AT970	vapB
antitoxin_AT972	vapB
antitoxin_AT977	vapB
antitoxin_AT978	relB
antitoxin_AT98	vapB
antitoxin_Aeromonas	AvtT
antitoxin_WP_010876103.1	MntA
antitoxin_pdb|9KAN|D	VapW
toxin_AMJ59134.1	BoVapC1
toxin_AMJ60619.1	HicA
toxin_AMJ60830.1	BoVapC4
toxin_AMJ60913.1	BoHigB2
toxin_AMJ61034.1	BoVapC5
toxin_AMJ61827.1	BoHigB3
toxin_AMJ62077.1	BoHigB4
toxin_AMJ63317.1	BoRelE
toxin_AvtA	AvtA
toxin_Mycobacterium	MenT1
toxin_Sulfolobus	VapC4
toxin_T10002	RelA
toxin_T10003	faRel2
toxin_T10004	phRel2
toxin_T10005	capRel
toxin_T10006	phRel
toxin_T10007	panT
toxin_T10008	panT
toxin_T10009	panT
toxin_T10010	panT
toxin_T10011	panT
toxin_T10012	panT
toxin_T10013	panT
toxin_T10014	panT
toxin_T10015	panT
toxin_T10016	AbiEii
toxin_T10019	pezT
toxin_T10024	Fst
toxin_T10025	holin
toxin_T10027	holin
toxin_T10028	Fst
toxin_T10029	Fst
toxin_T10030	doc
toxin_T10031	HepT
toxin_T10032	higB
toxin_T10033	vapC
toxin_T10034	vapC
toxin_T10035	dhiT
toxin_T10036	HipT
toxin_T10037	higB
toxin_T10038	hipA
toxin_T10039	MokC
toxin_T10040	tsbT
toxin_T10041	tacT
toxin_T10042	mazF
toxin_T10044	PrcT
toxin_T10045	YgfX
toxin_T10046	subtilisin-likeserineprotease
toxin_T10047	MAG6410
toxin_T10048	Fic
toxin_T10049	holin
toxin_T1005	relE
toxin_T10050	HigB2
toxin_T10051	TacT2
toxin_T10052	TacT3
toxin_T10053	MNTss
toxin_T10055	darT
toxin_T10056	darT
toxin_T10058	yeeF
toxin_T10059	yqcG
toxin_T1006	parE_1
toxin_T10060	ywqJ
toxin_T10061	yokI
toxin_T10062	yobL
toxin_T10063	higB
toxin_T10064	ccdB
toxin_T10065	doc
toxin_T10066	dhiT
toxin_T10067	mazF
toxin_T10068	SdhE
toxin_T10069	mazF
toxin_T10070	yafQ
toxin_T10071	ToxN
toxin_T10072	yoeB
toxin_T10073	mazF
toxin_T10074	Hha
toxin_T10075	HipA2
toxin_T10076	HipA3
toxin_T10077	yoeB
toxin_T10079	PrpT
toxin_T1008	parE_1
toxin_T10080	type I toxin (C. difficile)
toxin_T10081	type I toxin (C. difficile)
toxin_T10086	TimP
toxin_T10087	TimP
toxin_T10088	TfiT
toxin_T10089	VapD
toxin_T10090	mazF
toxin_T10091	IrrE
toxin_T10092	IrrE
toxin_T10093	doc
toxin_T10095	relE
toxin_T10096	mazF
toxin_T10097	PumA
toxin_T10098	hipA
toxin_T10099	ccdB
toxin_T101	mazF
toxin_T10100	PfiT
toxin_T10101	mazF
toxin_T10102	slvT
toxin_T10103	SymE
toxin_T10104	HipA1
toxin_T10105	Rhs
toxin_T10106	hipA
toxin_T10107	DUF2829
toxin_T10108	yafQ
toxin_T10109	yafQ
toxin_T10111	yafQ
toxin_T10112	yafQ
toxin_T10113	HpCK26_14750
toxin_T10114	TsaT
toxin_T10116	TscT
toxin_T10117	TsdT
toxin_T10118	EcnB
toxin_T10119	parE
toxin_T10120	KacT
toxin_T10121	HipT
toxin_T10122	hicA
toxin_T10123	relE
toxin_T10124	Hok
toxin_T10128	CbtA
toxin_T10129	VapC1
toxin_T10131	mazF
toxin_T10132	hicA
toxin_T10133	higB
toxin_T10134	NpoT
toxin_T10136	relE
toxin_T10137	relE
toxin_T10138	vapC
toxin_T10139	relE
toxin_T10140	mazF
toxin_T10141	relE
toxin_T10142	relE
toxin_T10143	relE
toxin_T10144	pezT
toxin_T10145	ParT
toxin_T10149	Fst
toxin_T10150	hicA
toxin_T10151	TsxA
toxin_T10153	higB
toxin_T10154	PepG1
toxin_T10155	Fst
toxin_T10156	N-acetylmuramoyl-L-alanine amidase
toxin_T10157	relE
toxin_T10158	relE
toxin_T10159	parE
toxin_T10160	pemK
toxin_T10162	mazF
toxin_T10163	parE
toxin_T10164	smuT
toxin_T10166	relE
toxin_T10167	ORF9
toxin_T10168	hicA
toxin_T10169	higB
toxin_T10170	ng_zeta1
toxin_T10171	type I toxin (C. difficile)
toxin_T10172	type I toxin (Clostridioides)
toxin_T10174	type I toxin (C. difficile)
toxin_T10175	type I toxin
toxin_T10176	type I toxin (Clostridioides)
toxin_T10177	mazF
toxin_T10178	sam-T
toxin_T10179	doc
toxin_T10180	AbiEii
toxin_T10181	relE
toxin_T10182	relE
toxin_T10183	zeta
toxin_T10184	Fic
toxin_T10185	Fic
toxin_T10186	VbhT
toxin_T10187	MvpT
toxin_T10188	brnT
toxin_T10190	relE
toxin_T10191	relE
toxin_T10192	PhoH
toxin_T10197	vagD
toxin_T10198	YkfI
toxin_T10199	YpjF
toxin_T10200	BsrE
toxin_T10201	bsrH
toxin_T10202	holin
toxin_T10203	holin
toxin_T10204	holin
toxin_T10205	holin
toxin_T10206	holin
toxin_T10207	holin
toxin_T10208	HokA
toxin_T10209	MokC
toxin_T10210	Hok
toxin_T10211	Hok
toxin_T10213	ZorP
toxin_T10218	RalR
toxin_T10219	ydaC
toxin_T103	higB
toxin_T1038	yafQ
toxin_T1039	hicA
toxin_T1040	hipA
toxin_T1041	relE
toxin_T1042	CbtA
toxin_T1043	yoeB
toxin_T1044	mazF
toxin_T1045	mqsR
toxin_T1046	higB
toxin_T1047	yhaV
toxin_T1049	chpB
toxin_T105	parE
toxin_T106	mbcT
toxin_T1066	vapC
toxin_T1067	toxT
toxin_T107	vapC
toxin_T1070	vapC
toxin_T1074	yoeB
toxin_T1075	relE
toxin_T1076	pemK
toxin_T111	vapC
toxin_T112	vapC
toxin_T114	vapC
toxin_T116	vapC
toxin_T117	vapC
toxin_T119	vapC
toxin_T120	novel[antitoxin]
toxin_T121	vapC
toxin_T1222	Xre
toxin_T123	vapC
toxin_T124	relE
toxin_T125	vapC
toxin_T127	higB
toxin_T129	vapC
toxin_T130	relE
toxin_T131	vapC
toxin_T132	vapC
toxin_T1325	hicA
toxin_T134	mazF
toxin_T137	mazF
toxin_T1499	pemK
toxin_T1547	brnT
toxin_T162	mqsR
toxin_T164	parE
toxin_T165	GNAT
toxin_T166	relE
toxin_T167	BrnT
toxin_T168	relE
toxin_T169	parE
toxin_T171	higB
toxin_T172	relE
toxin_T1729	pasB
toxin_T173	relE
toxin_T174	higB
toxin_T175	relE
toxin_T177	GNAT
toxin_T178	relE
toxin_T180	parE
toxin_T1818	VapC
toxin_T182	vapC
toxin_T183	GNAT
toxin_T1852	pemK
toxin_T190	ccdB
toxin_T199	ataT
toxin_T200	ataT
toxin_T2224	brnT
toxin_T226	relE
toxin_T228	parE
toxin_T229	relE
toxin_T233	parE
toxin_T28	relE
toxin_T301	relE
toxin_T303	higB
toxin_T307	Xre
toxin_T309	parE
toxin_T310	yoeB
toxin_T313	PP_4152
toxin_T314	mqsR
toxin_T3165	vapC
toxin_T325	higB
toxin_T326	relE
toxin_T3306	vapC
toxin_T3484	YcjF
toxin_T3593	hicA
toxin_T3856	vapC
toxin_T4244	ImmA
toxin_T4250	vapC
toxin_T439	vapC
toxin_T443	tacT
toxin_T4502	itaT
toxin_T4914	vapC
toxin_T4918	relE
toxin_T4922	vapC
toxin_T4923	vapC
toxin_T516	vapC
toxin_T535	vapC
toxin_T6021	mosT
toxin_T6022	Txe
toxin_T6023	relE
toxin_T6024	zeta
toxin_T6025	tad
toxin_T6029	spoIISA
toxin_T6030	yxiD
toxin_T6031	AbiEii
toxin_T6032	PsyrT
toxin_T6033	sanaT
toxin_T6034	pmenT
toxin_T6035	rlegT
toxin_T6037	pezA
toxin_T6038	tad
toxin_T6075	rnlA
toxin_T6078	lsoA
toxin_T6080	zeta
toxin_T6081	AbkB
toxin_T6083	graT
toxin_T6086	shpA
toxin_T6087	higB
toxin_T6088	higB
toxin_T6090	mazF
toxin_T6091	pemK
toxin_T6093	doc
toxin_T6097	relE
toxin_T6098	Xre
toxin_T6099	GhoTS
toxin_T6104	zeta
toxin_T6105	relE
toxin_T6106	relE
toxin_T6107	hicA
toxin_T6108	hipA
toxin_T6109	ccdB
toxin_T611	ImmA
toxin_T6111	vagD
toxin_T6112	vagD
toxin_T6113	vapC
toxin_T6114	relE
toxin_T612	mazF
toxin_T6120	pemK
toxin_T6122	yoeB
toxin_T6124	higB
toxin_T6127	relE
toxin_T6128	relE
toxin_T613	relE
toxin_T6130	stbE
toxin_T6131	relE
toxin_T6134	relE
toxin_T6135	pemK
toxin_T6137	mazF
toxin_T6138	yoeB
toxin_T6139	relE
toxin_T614	relE
toxin_T6146	higB
toxin_T6157	yafO
toxin_T6240	darT
toxin_T6241	vapC
toxin_T6245	vapC
toxin_T6246	vapC
toxin_T6247	mazF
toxin_T6248	mazF
toxin_T6249	parE
toxin_T6252	mazF
toxin_T6253	AbiEii
toxin_T6256	relE
toxin_T6257	relE
toxin_T6258	mazF
toxin_T6259	mazF
toxin_T6260	mazF
toxin_T6261	relE
toxin_T6278	holin
toxin_T6279	yjhX
toxin_T6280	sezT
toxin_T6281	yoeB
toxin_T6282	pezT
toxin_T6283	hicA
toxin_T6285	relE
toxin_T6286	virT
toxin_T6287	PemK
toxin_T6288	avrRxo1
toxin_T6297	spoIISA
toxin_T6317	ToxN
toxin_T6319	AbiEii
toxin_T6320	AbiEii
toxin_T6321	bsrG
toxin_T6322	txpA
toxin_T6323	yoyJ
toxin_T6323b	yonU
toxin_T6329	LdrA
toxin_T6330	LdrB
toxin_T6332	LdrD
toxin_T6350	TisB
toxin_T6351	SymE
toxin_T6353	IbsA
toxin_T6354	IbsB
toxin_T6355	IbsC
toxin_T6356	IbsD
toxin_T6357	IbsE
toxin_T6358	ShoB
toxin_T6359	RNAI
toxin_T6360	PepG1
toxin_T6361	ZorP
toxin_T6362	RalR
toxin_T6363	hok
toxin_T6364	DinQ
toxin_T6365	AbiQ
toxin_T6366	ToxN
toxin_T6367	SocB
toxin_T6368	YgfX
toxin_T6369	Hok
toxin_T6370	Hok
toxin_T6371	TenpIN
toxin_T6372	CptIN
toxin_T6373	CptIN
toxin_T6374	CptIN
toxin_T652	vapC
toxin_T655	chpK
toxin_T658	hipA
toxin_T659	parE
toxin_T660	type II toxin (S. oneidensis)
toxin_T663	mazF
toxin_T665	relE
toxin_T705	relE
toxin_T728	yoeB
toxin_T73	Rv0299
toxin_T74	vapC
toxin_T75	vapC
toxin_T76	vapC
toxin_T77	vapC
toxin_T78	vapC
toxin_T79	vapC
toxin_T80	vapC
toxin_T81	vapC
toxin_T82	vapC
toxin_T83	vapC
toxin_T84	mazF
toxin_T843	vapC
toxin_T85	vapC
toxin_T86	vapC
toxin_T87	vapC
toxin_T875	hicA
toxin_T877	vapC
toxin_T88	novel[antitoxin]
toxin_T90	mazF
toxin_T91	vapC
toxin_T911	mazF
toxin_T92	vapC
toxin_T93	relE
toxin_T94	vapC
toxin_T945	vapC
toxin_T947	vapC
toxin_T95	mazF
toxin_T950	vapC
toxin_T951	vapC
toxin_T956	vapC
toxin_T957	vapC
toxin_T962	vapC
toxin_T964	vapC
toxin_T97	vapC
toxin_T970	vapC
toxin_T972	vapC
toxin_T977	vapC
toxin_T978	relE
toxin_T98	vapC
antitoxin_AT4244	uncharacterized antitoxin (S. aureus)
antitoxin_AT611	uncharacterized antitoxin (S. aureus)
antitoxin_AT6297a	uncharacterized antitoxin (B. cereus)
antitoxin_OUO42087.1	uncharacterized antitoxin (M. sp.)
toxin_ABJ01488.1	uncharacterized toxin (E. coli)
toxin_T10026	uncharacterized toxin (S. aureus)
toxin_T10082	uncharacterized toxin (C. difficile)
toxin_T10083	uncharacterized toxin (C. difficile)
toxin_T10085	uncharacterized toxin (H. pylori)
toxin_T10148	uncharacterized toxin (S. aureus)
toxin_T10214	uncharacterized toxin (H. pylori)
toxin_T10216	uncharacterized toxin (H. pylori)
toxin_T10217	uncharacterized toxin (H. pylori)
toxin_T3011	uncharacterized toxin (P. aeruginosa)
